-0.228;4.6478;-0.9601;-2.3151;-0.4397;2.1622;-0.3027;0.1658;3.5793;3.7651;0.3925;0.0779;1.4632;1.3028;0.7925;-0.0881;0.5462;-9.2754;-0.0519;-0.2051;0.3328;0.1237;0.1606;0.0456;0.2994;-3.7037;-2.6368;-0.1887;2.7778;-0.293;-0.5843;-0.5024;-0.0508;0.2282;6.0751;-0.5693;3.1332;-0.0969;-0.6634;-0.6378;-0.1296;-0.472;-1.4676;2.9109;-0.4144;-0.0895;5.487;-0.3586;-0.7261;0.4647;1.0737;0.237;0.2363
0.3619;2.4148;1.3473;-12.8445;-0.1686;0.5435;2.159;4.1437;0.396;0.2111;0.6537;0.1305;1.6356;1.7678;1.825;2.5178;-0.4415;1.7699;0.7059;3.1735;1.4467;1.3919;1.0;2.8639;1.7136;-3.8005;1.0065;-0.656;5.8824;-2.0097;1.3536;1.6125;0.3571;-2.0281;-0.7453;0.4461;1.0554;1.8754;-0.3306;0.2776;-0.7814;-0.6338;1.9062;9.9812;1.2057;1.025;1.6971;-1.7303;0.5589;1.226;0.4827;1.6076;1.1699
0.2133;0.1932;-3.3285;-1.3113;-0.7397;0.0;-1.5941;-1.7972;-2.0402;1.5541;-1.6604;0.0773;-0.0974;-0.3204;-0.6046;-0.2901;-1.0284;3.0395;0.0;0.0706;-0.7005;-2.7676;-1.6677;-3.8809;-0.9816;1.8138;-2.107;-1.0433;-1.9231;-2.1079;-0.3373;-0.7416;-0.95;0.0799;-4.466;-1.0777;-0.5249;-1.8136;-5.7265;-1.7392;-0.7169;-1.1651;-0.274;-2.925;-0.4349;1.3753;-2.7623;-2.7286;-0.8136;-0.7272;-2.8414;-1.2418;-1.2537
0.3371;0.2091;0.6555;-0.1455;-0.2903;2.2222;1.7123;1.1364;1.978;-1.4003;1.3095;0.0925;3.4184;1.9392;0.4711;0.5127;-2.1431;-4.6377;0.2096;0.6392;-1.5843;0.3548;0.2895;0.5901;0.927;-1.3126;1.6152;0.3023;1.9608;1.9192;0.0844;1.1312;0.1113;8.6473;0.4878;0.5518;4.0984;0.5989;0.5878;0.3172;0.6504;0.2638;0.4646;0.1831;1.4293;0.1837;0.6227;2.455;-0.0536;-0.0612;-1.6816;1.0319;0.6927
-1.7715;-3.3104;-4.6528;0.3895;-0.7262;0.0;-1.2783;-1.2245;-0.8715;-0.5518;-1.2077;-0.0185;-4.761;-0.6489;-4.9381;0.1107;-1.1392;1.173;-0.2613;-0.1418;-3.0826;-2.9104;-0.427;-2.866;-0.4509;2.445;0.8773;-0.2783;0.9901;-1.8279;-0.7538;-0.1005;-1.9347;-1.9578;-2.6899;-2.3143;-1.3477;-1.5943;1.978;-2.1078;0.0;2.6167;-0.836;-1.9749;-0.4217;1.4916;-2.7556;-2.4296;-2.5174;-0.0994;-2.1756;-0.8905;-1.0733
-0.8289;-1.5121;-3.0303;-1.3449;-1.425;10.4294;-1.1116;0.0;-1.4458;1.9009;-0.7648;0.0038;1.1055;-1.7142;-0.2117;-0.8779;0.3673;2.0958;-0.4422;2.8446;-1.7371;-0.0712;-2.0955;-0.2639;-0.762;2.1223;-1.2225;-0.8508;-5.6075;-4.1509;-2.3712;-0.6616;-0.8655;-0.6091;-0.1895;-0.5196;-0.5362;-1.4493;6.3762;-2.7298;0.1298;1.4648;-0.1703;-0.5357;-0.2804;-1.4395;-1.5976;-1.658;-0.8122;-1.6683;1.1269;-0.7193;-0.446
-0.7656;-0.8991;0.0;2.4102;-1.8322;-1.2121;0.175;0.9615;-2.6477;2.9493;0.57;0.0;-1.4546;0.5411;-1.8696;0.3002;0.1762;-5.3824;-0.7744;-0.6522;-0.0325;0.8379;-0.3022;-2.9035;-0.4593;0.125;2.1337;0.8815;-1.8349;-7.3658;-0.811;0.464;-0.5089;-0.5218;-1.9207;-1.0908;0.5391;-0.2971;0.5987;-0.083;-0.0898;1.004;-0.4578;1.6334;2.4964;0.5234;-0.6264;1.927;-1.6318;-0.3669;1.1123;0.0553;-0.0702
-0.3454;-0.8192;-5.2329;-0.6839;0.0354;2.4845;-3.0843;-3.0626;0.2795;-1.2789;-2.1011;-0.3036;-0.3771;-3.0503;-0.8014;-1.9331;0.8362;2.6163;-0.2831;1.173;0.2445;-0.7131;-0.8523;-0.3828;-0.698;0.0;0.5722;-0.8053;3.8095;-0.1247;-1.8312;-1.7859;-0.2927;-0.0168;-2.1225;-0.449;-0.8021;-0.9365;3.7259;-0.0302;-0.6149;2.0903;-1.4372;-2.8219;-2.6063;1.31;-1.0865;-8.8795;-0.381;-1.9959;-1.8376;-1.3776;-0.8495
0.2688;2.8254;5.2384;2.0439;0.3818;-1.8293;0.8222;-0.1662;-0.1396;1.4633;0.1582;0.0543;-1.4746;1.5388;-0.8063;-0.5465;1.6792;3.9275;-0.9687;-1.0159;1.1585;0.2502;-1.3152;-0.1699;-0.4472;-1.4778;1.044;0.046;1.9417;-0.2736;0.0;-4.1893;1.596;-0.3522;-1.7575;1.6741;2.1858;-0.0134;-2.6344;0.8558;-0.3262;-0.4431;-1.3193;1.4311;0.0525;0.8176;2.7562;1.0788;0.7421;1.8231;1.9826;-0.3764;0.0715
0.9181;-0.7326;-2.3607;-3.0918;0.3153;1.8634;-0.2625;0.2666;-0.8989;3.2792;-0.8645;-0.0614;-0.9908;-1.1506;-0.3057;-1.4522;-0.4865;0.0;-0.8091;-1.0768;0.2668;1.5733;-1.0891;-0.6748;-0.5337;1.627;-2.2759;-1.1604;0.0;0.8275;-1.5674;0.3375;-0.738;-2.8669;-0.5039;0.2302;0.0;-0.1869;-2.5463;0.2364;-1.2977;0.1075;0.6306;0.7207;0.9541;-1.7609;-1.7987;-0.4942;1.296;-0.668;-0.915;-0.2967;-0.3116
