Date,Open,High,Low,Close,Adj Close,Volume
2018-05-24,45.382061,45.897011,45.005539,45.775192,45.775192,1388900
2018-05-25,45.741970,45.919159,45.348839,45.415283,45.415283,987700
2018-05-29,45.293465,45.293465,44.529346,44.601330,44.601330,1373000
2018-05-30,44.955704,45.182724,44.252491,44.872646,44.872646,1935500
2018-05-31,44.889259,45.011074,44.302326,44.662235,44.662235,3840100
2018-06-01,45.686600,47.552601,45.686600,46.982281,46.982281,3785500
2018-06-04,47.392025,47.884827,45.924694,47.081947,47.081947,2126700
2018-06-05,47.198227,48.045403,46.794022,47.978958,47.978958,2047500
2018-06-06,48.023254,48.438538,47.890366,48.366554,48.366554,2125200
2018-06-07,48.383167,48.770763,48.006645,48.759689,48.759689,1446100
2018-06-08,48.726467,49.102989,48.128460,48.909191,48.909191,1364100
2018-06-11,48.892582,48.892582,48.233665,48.527130,48.527130,728300
2018-06-12,48.527130,48.709858,47.751938,48.012180,48.012180,938600
2018-06-13,48.172756,48.975636,47.751938,48.676632,48.676632,1859400
2018-06-14,48.809525,49.457363,48.255814,48.676632,48.676632,1238900
2018-06-15,48.527130,49.197121,48.255814,48.942413,48.942413,1503100
2018-06-18,48.444077,49.617939,48.172756,49.595791,49.595791,1331400
2018-06-19,48.959026,49.335548,48.383167,49.280178,49.280178,855900
2018-06-20,49.335548,50.310078,49.335548,49.390919,49.390919,1219600
2018-06-21,49.468437,49.640087,48.792912,49.330009,49.330009,1698300
2018-06-22,49.147285,49.900333,48.073090,49.158360,49.158360,3229500
2018-06-25,49.019932,49.152824,47.126247,47.596901,47.596901,881200
2018-06-26,47.691029,48.084164,47.380951,47.873753,47.873753,1061500
2018-06-27,48.050941,48.133999,46.472870,46.511627,46.511627,816700
2018-06-28,46.483944,47.358803,46.240311,47.214840,47.214840,1092000
2018-06-29,47.336655,47.967884,46.832779,46.832779,46.832779,814700
2018-07-02,52.430786,52.452934,49.867111,51.052048,51.052048,16169100
2018-07-03,51.561462,52.702103,51.450718,52.508305,52.508305,4695300
2018-07-05,52.602436,52.602436,51.760796,51.965672,51.965672,3586700
2018-07-06,51.949059,52.043190,51.362125,51.683277,51.683277,1354600
2018-07-09,52.275749,52.286823,51.384274,51.843853,51.843853,2512100
2018-07-10,52.375416,53.239204,51.782948,52.253597,52.253597,2872100
2018-07-11,51.771870,52.297897,51.766335,52.098560,52.098560,1414700
2018-07-12,52.236988,52.807308,52.148396,52.668880,52.668880,1032800
2018-07-13,52.668880,52.785160,52.131783,52.547066,52.547066,1017000
2018-07-16,52.729790,52.967884,52.414173,52.480621,52.480621,1233200
2018-07-17,52.104099,52.685493,52.087486,52.524918,52.524918,1403300
2018-07-18,52.524918,52.674419,52.347729,52.641197,52.641197,1446000
2018-07-19,52.519379,52.602436,52.104099,52.458473,52.458473,1129500
2018-07-20,52.480621,52.541527,52.209301,52.225914,52.225914,1297200
2018-07-23,52.120708,52.170544,51.605759,51.838318,51.838318,1722600
2018-07-24,51.987820,52.142857,51.284607,51.550388,51.550388,1109100
2018-07-25,51.600220,51.937984,51.411961,51.937984,51.937984,522200
2018-07-26,51.461796,52.392025,51.445183,52.270210,52.270210,1577000
2018-07-27,52.065338,52.231449,51.744186,51.866001,51.866001,1281200
2018-07-30,51.705425,51.810631,50.980068,51.334442,51.334442,1741900
2018-07-31,51.339977,51.677742,51.090809,51.229237,51.229237,1524900
2018-08-01,51.229237,51.710964,51.173866,51.339977,51.339977,1618700
2018-08-02,51.218163,51.644520,51.218163,51.517166,51.517166,904800
2018-08-03,51.583611,51.705425,51.157253,51.544849,51.544849,1114200
2018-08-06,51.417496,51.910297,51.417496,51.738647,51.738647,925900
2018-08-07,52.065338,52.364342,51.633446,51.882614,51.882614,1006700
