Date,Open,High,Low,Close,Adj Close,Volume
2018-05-24,35.439999,36.009998,35.029999,35.770000,35.460339,6244600
2018-05-25,35.540001,35.860001,35.060001,35.389999,35.083633,4650500
2018-05-29,35.060001,36.049999,35.060001,35.220001,34.915108,5293000
2018-05-30,35.540001,36.650002,35.520000,36.250000,35.936188,7097900
2018-05-31,37.869999,39.230000,36.459999,36.869999,36.550816,17943900
2018-06-01,37.380001,38.330002,37.189999,37.689999,37.363716,10748600
2018-06-04,38.040001,38.630001,36.860001,37.270000,36.947353,8135100
2018-06-05,37.270000,37.900002,36.400002,36.860001,36.540901,6420800
2018-06-06,37.900002,38.250000,36.590000,37.549999,37.224930,7811600
2018-06-07,37.560001,37.799999,36.459999,36.820000,36.501251,7545400
2018-06-08,36.779999,37.509998,36.709999,37.160000,36.838306,6041200
2018-06-11,37.470001,37.849998,36.869999,37.080002,36.758999,6286400
2018-06-12,37.369999,38.299999,37.279999,37.580002,37.254673,7230800
2018-06-13,38.040001,38.410000,37.150002,37.380001,37.056404,8042600
2018-06-14,37.900002,37.950001,37.279999,37.619999,37.294323,5063600
2018-06-15,37.700001,37.750000,35.270000,36.049999,35.737915,13505700
2018-06-18,35.509998,36.360001,35.430000,36.119999,35.807308,5953900
2018-06-19,35.369999,35.430000,34.349998,35.150002,34.845711,8569900
2018-06-20,35.509998,35.730000,34.529999,35.730000,35.420685,7396400
2018-06-21,35.400002,35.970001,35.169998,35.400002,35.093548,5336800
2018-06-22,35.779999,37.349998,35.750000,36.910000,36.590469,11749600
2018-06-25,36.490002,36.689999,33.810001,34.520000,34.221161,14107500
2018-06-26,34.580002,35.470001,33.759998,35.330002,35.024147,13269100
2018-06-27,35.320000,35.680000,34.410000,34.470001,34.171593,9071400
2018-06-28,34.619999,34.950001,33.919998,34.650002,34.350037,7967400
2018-06-29,34.650002,35.310001,34.650002,34.750000,34.449169,7890100
2018-07-02,34.500000,35.639999,34.310001,35.130001,34.825882,7593900
2018-07-03,35.320000,35.389999,33.849998,33.930000,33.636269,7068500
2018-07-05,34.290001,35.119999,34.049999,34.980000,34.677181,7691600
2018-07-06,34.889999,35.619999,34.240002,35.340000,35.034065,7294600
2018-07-09,35.500000,35.750000,34.860001,35.529999,35.222416,5840700
2018-07-10,35.750000,36.580002,35.490002,36.529999,36.213764,6485200
2018-07-11,35.689999,36.380001,35.360001,36.279999,35.965923,6403700
2018-07-12,36.549999,36.840000,35.880001,35.939999,35.628864,6121100
2018-07-13,36.099998,36.490002,35.650002,36.209999,35.896530,5156000
2018-07-16,36.169998,36.779999,35.650002,35.930000,35.618958,5166200
2018-07-17,35.830002,36.630001,35.830002,36.410000,36.094799,4464700
2018-07-18,36.500000,37.790001,36.459999,37.770000,37.443027,8917000
2018-07-19,37.529999,37.529999,36.799999,36.930000,36.610298,9626400
2018-07-20,36.919998,37.500000,36.560001,37.130001,36.808571,5901500
2018-07-23,37.279999,37.730000,36.639999,37.439999,37.115879,6676300
2018-07-24,38.340000,38.889999,37.759998,37.869999,37.542160,8054500
2018-07-25,37.869999,38.410000,37.490002,38.259998,37.928783,5940700
2018-07-26,36.869999,37.299999,35.820000,37.240002,36.917618,10990500
2018-07-27,37.480000,37.810001,36.779999,37.000000,36.679691,6024000
2018-07-30,37.250000,37.770000,36.759998,36.810001,36.491337,5953900
2018-07-31,36.369999,36.750000,35.849998,36.430000,36.114628,6958700
2018-08-01,36.590000,36.599998,35.509998,35.810001,35.499996,9773300
2018-08-02,35.150002,35.169998,32.070000,32.130001,31.851849,26697200
2018-08-03,32.230000,32.660000,31.730000,32.299999,32.020378,12631500
2018-08-06,32.060001,32.080002,31.400000,31.490000,31.217392,10715200
2018-08-07,31.920000,32.090000,31.200001,31.230000,30.959644,8797600
2018-08-08,31.219999,31.450001,30.170000,30.770000,30.552542,12119000
2018-08-09,30.559999,30.830000,30.180000,30.260000,30.046144,8342100
2018-08-10,29.809999,30.549999,29.400000,29.969999,29.758194,14266300
2018-08-13,29.900000,30.280001,29.600000,30.200001,29.986570,7817900
2018-08-14,30.469999,31.059999,29.799999,29.969999,29.758194,10345700
2018-08-15,29.309999,29.639999,28.410000,29.030001,28.824841,11399400
2018-08-16,29.400000,29.799999,29.100000,29.510000,29.301447,6127200
2018-08-17,29.430000,30.340000,29.139999,30.070000,29.857487,6478200
2018-08-20,30.450001,30.930000,30.299999,30.650000,30.433388,6466500
2018-08-21,30.629999,31.590000,30.629999,31.049999,30.830561,6168100
2018-08-22,31.209999,31.520000,30.940001,31.219999,30.999359,4456500
2018-08-23,31.080000,31.139999,30.209999,30.590000,30.373812,6846800
2018-08-24,30.950001,31.260000,30.690001,30.950001,30.731270,4409100
2018-08-27,30.209999,30.959999,29.799999,30.660000,30.443319,7899700
2018-08-28,30.940001,31.389999,30.500000,30.799999,30.582329,4366600
2018-08-29,30.860001,31.020000,30.330000,30.770000,30.552542,5461400
2018-08-30,30.320000,30.420000,28.620001,29.410000,29.202150,13241800
2018-08-31,29.020000,29.980000,28.840000,29.680000,29.470243,5628600
2018-09-04,28.930000,29.780001,28.600000,29.299999,29.092928,6545000
