Date,Open,High,Low,Close,Adj Close,Volume
2018-05-24,85.349998,87.349998,84.900002,86.500000,86.500000,133600
2018-05-25,86.199997,88.550003,86.199997,88.550003,88.550003,298500
2018-05-29,101.800003,108.199997,99.330002,101.599998,101.599998,1004000
2018-05-30,102.150002,103.750000,100.879997,102.949997,102.949997,422300
2018-05-31,102.900002,105.300003,102.449997,103.099998,103.099998,310500
2018-06-01,103.650002,105.199997,101.949997,102.699997,102.699997,265200
2018-06-04,103.400002,104.449997,101.800003,104.099998,104.099998,219800
2018-06-05,102.650002,104.250000,101.400002,101.650002,101.650002,326500
2018-06-06,101.099998,102.500000,100.650002,102.349998,102.349998,180400
2018-06-07,102.800003,103.900002,100.099998,100.300003,100.300003,143400
2018-06-08,99.949997,103.599998,99.949997,103.500000,103.500000,142400
2018-06-11,103.550003,103.750000,102.699997,103.150002,103.150002,123000
2018-06-12,102.599998,104.400002,101.349998,103.849998,103.849998,192900
2018-06-13,103.650002,103.800003,99.849998,99.900002,99.900002,276700
2018-06-14,99.949997,100.849998,95.650002,96.500000,96.500000,380000
2018-06-15,96.150002,99.550003,95.610001,99.449997,99.449997,273700
2018-06-18,99.000000,100.680000,98.849998,99.300003,99.300003,161800
2018-06-19,99.800003,100.400002,96.199997,97.800003,97.800003,204000
2018-06-20,98.000000,99.400002,95.449997,97.800003,97.800003,361800
2018-06-21,97.650002,97.650002,95.699997,96.000000,96.000000,119900
2018-06-22,96.449997,96.449997,92.550003,93.650002,93.650002,250000
2018-06-25,92.849998,93.900002,92.000000,93.599998,93.599998,157400
2018-06-26,94.150002,95.150002,93.500000,94.400002,94.400002,102400
2018-06-27,94.900002,95.599998,90.900002,90.900002,90.900002,130700
2018-06-28,90.650002,90.650002,88.599998,90.300003,90.300003,178800
2018-06-29,90.750000,93.800003,90.650002,91.550003,91.550003,172200
2018-07-02,91.050003,93.000000,90.000000,92.949997,92.949997,202300
2018-07-03,93.250000,93.550003,90.000000,90.400002,90.400002,157000
2018-07-05,90.849998,91.199997,88.800003,91.050003,91.050003,114200
2018-07-06,91.050003,93.849998,89.599998,93.300003,93.300003,186500
2018-07-09,93.300003,94.480003,92.949997,93.900002,93.900002,144700
2018-07-10,94.300003,94.599998,92.250000,92.349998,92.349998,256900
2018-07-11,91.750000,92.650002,90.650002,90.800003,90.800003,120000
2018-07-12,91.699997,92.400002,89.849998,92.150002,92.150002,152200
2018-07-13,92.000000,93.250000,90.949997,91.699997,91.699997,164000
2018-07-16,91.199997,91.199997,83.150002,84.199997,84.199997,472700
2018-07-17,84.300003,86.750000,84.300003,86.300003,86.300003,188700
2018-07-18,86.099998,87.650002,85.900002,87.500000,87.500000,154600
2018-07-19,87.550003,89.099998,86.699997,87.599998,87.599998,240100
2018-07-20,87.900002,87.900002,85.900002,86.150002,86.150002,179900
2018-07-23,85.849998,87.199997,84.199997,86.449997,86.449997,228000
2018-07-24,87.199997,87.199997,83.000000,83.250000,83.250000,209000
2018-07-25,82.949997,82.949997,80.839996,82.099998,82.099998,218800
2018-07-26,81.849998,85.400002,81.449997,84.800003,84.800003,202000
2018-07-27,84.650002,85.000000,82.000000,82.099998,82.099998,156000
2018-07-30,82.449997,84.500000,81.699997,83.199997,83.199997,143500
2018-07-31,83.150002,83.980003,82.349998,83.449997,83.449997,169800
2018-08-01,83.500000,83.849998,82.099998,83.599998,83.599998,150500
2018-08-02,83.000000,84.400002,82.800003,83.550003,83.550003,70800
2018-08-03,83.500000,86.849998,83.500000,86.500000,86.500000,161000
2018-08-06,86.949997,86.949997,84.000000,84.800003,84.800003,146000
2018-08-07,85.250000,85.750000,84.500000,85.400002,85.400002,89800
2018-08-08,85.349998,85.550003,84.000000,84.949997,84.949997,57200
2018-08-09,85.099998,87.150002,85.099998,85.650002,85.650002,53000
2018-08-10,85.099998,85.699997,84.050003,84.099998,84.099998,91200
2018-08-13,84.150002,84.150002,81.400002,81.599998,81.599998,129300
2018-08-14,81.949997,84.099998,81.250000,83.400002,83.400002,173100
2018-08-15,83.099998,83.129997,81.150002,81.449997,81.449997,78300
2018-08-16,81.949997,83.349998,81.900002,82.550003,82.550003,101200
2018-08-17,82.150002,83.680000,82.000000,83.349998,83.349998,86700
2018-08-20,83.550003,84.199997,83.050003,83.500000,83.500000,83400
2018-08-21,83.550003,86.949997,83.550003,86.599998,86.599998,107300
2018-08-22,86.300003,86.760002,84.500000,84.849998,84.849998,85700
2018-08-23,84.949997,84.949997,81.199997,81.949997,81.949997,147900
2018-08-24,81.949997,85.449997,81.500000,84.949997,84.949997,370200
2018-08-27,97.449997,98.480003,87.099998,89.599998,89.599998,920700
2018-08-28,90.099998,90.250000,83.849998,85.949997,85.949997,352500
2018-08-29,86.050003,89.650002,85.750000,89.000000,89.000000,337600
2018-08-30,89.050003,89.500000,87.180000,88.050003,88.050003,182300
2018-08-31,87.550003,87.949997,84.599998,84.949997,84.949997,191100
2018-09-04,84.699997,87.650002,83.000000,86.550003,86.550003,207300
